Catalog Number,Calendar Date,Eclipse Time,Eclipse Type,Eclipse Magnitude,Latitude,Longitude
11584,2811 June 27,18:46:47,P,23S,92E
11585,2811 December 21,1:29:09,P,23N,10W
11586,2812 May 17,15:05:07,N,21S,146E
11587,2812 June 16,4:41:48,N,22S,57W
11588,2812 November 10,3:44:37,N,19N,48W
11589,2812 December 9,13:44:30,N,21N,165E
11590,2813 May 6,15:33:47,P,17S,139E
11591,2813 October 30,19:50:33,P,15N,71E
11592,2814 April 25,17:33:04,T+,13S,109E
11593,2814 October 20,8:29:42,T-,10N,118W
11594,2815 April 15,2:21:28,P,9S,22W
11595,2815 October 9,14:17:15,P,6N,156E
11596,2816 March 5,7:31:10,N,5N,97W
11597,2816 April 3,16:58:39,N,4S,120E
11598,2816 August 28,23:13:01,N,8S,25E
11599,2816 September 27,14:42:10,Nb,1N,151E
11600,2817 February 22,22:27:41,P,9N,39E
11601,2817 August 18,4:40:17,P,12S,56W
11602,2818 February 12,8:07:36,T+,14N,106W
11603,2818 August 7,17:20:37,T,16S,115E
11604,2819 February 1,10:26:27,P,18N,140W
11605,2819 June 29,3:22:47,Ne,22S,36W
11606,2819 July 28,10:10:35,P,20S,137W
11607,2819 December 22,15:42:44,N,22N,137E
11608,2820 January 21,9:30:50,N,21N,127W
11609,2820 June 17,17:49:32,P,23S,107E
11610,2820 December 10,23:05:01,P,22N,25E
11611,2821 June 7,1:37:38,T+,23S,11W
11612,2821 November 30,12:51:18,T-,22N,177E
11613,2822 May 27,3:00:29,P,22S,32W
11614,2822 November 20,4:52:39,P,20N,64W
11615,2823 April 16,14:27:27,N,9S,157E
11616,2823 May 16,4:14:42,N,20S,51W
11617,2823 October 11,6:05:12,N,6N,81W
11618,2823 November 9,18:28:33,N,18N,91E
11619,2824 April 5,1:07:10,P,6S,3W
11620,2824 September 29,10:00:55,P,2N,139W
11621,2825 March 25,16:34:39,T-,2S,126E
11622,2825 September 18,10:09:06,T+,1S,140W
11623,2826 March 15,8:18:11,P,1N,110W
11624,2826 September 7,13:57:35,P,5S,163E
11625,2827 February 3,4:12:29,N,18N,46W
11626,2827 March 4,19:41:32,N,5N,80E
11627,2827 July 29,17:23:45,P,19S,115E
11628,2827 August 28,1:05:38,Nb,8S,3W
11629,2828 January 23,4:52:44,P,20N,57W
11630,2828 July 18,10:35:28,T,21S,143W
11631,2829 January 11,4:27:25,T+,22N,52W
11632,2829 July 8,2:03:07,P,22S,16W
11633,2829 December 31,9:58:30,P,22N,136W
11634,2830 May 28,21:58:39,N,23S,43E
11635,2830 June 27,11:33:31,N,22S,159W
11636,2830 November 21,12:13:59,N,21N,174W
11637,2830 December 20,22:26:34,N,22N,36E
11638,2831 May 17,22:27:44,P,20S,36E
11639,2831 November 11,4:07:08,P,18N,53W
11640,2832 May 6,0:53:25,T-,17S,0W
11641,2832 October 30,16:19:38,T-,14N,125E
11642,2833 April 25,10:13:57,P,13S,140W
11643,2833 October 19,21:34:09,P,10N,46E
11644,2834 March 16,16:06:06,N,0N,134E
11645,2834 April 15,1:12:29,N,8S,4W
11646,2834 September 9,6:01:06,N,4S,77W
11647,2834 October 8,21:43:36,N,5N,45E
11648,2835 March 6,6:59:29,P,5N,89W
11649,2835 August 29,11:49:21,P,9S,163W
11650,2836 February 23,16:24:26,T+,10N,131E
11651,2836 August 18,0:46:58,T-,13S,3E
11652,2837 February 11,18:28:15,P,14N,100E
11653,2837 August 7,17:40:59,P,17S,110E
11654,2838 January 1,23:56:51,N,21N,15E
11655,2838 January 31,17:37:23,N,19N,113E
11656,2838 June 29,1:01:07,P,22S,0W
11657,2838 December 22,7:37:16,P,23N,101W
11658,2839 June 18,8:27:21,T+,23S,112W
11659,2839 December 11,21:30:26,T-,23N,49E
11660,2840 June 6,9:42:03,P,23S,132W
11661,2840 November 30,13:24:44,P,22N,169E
11662,2841 April 26,22:02:28,N,13S,43E
11663,2841 May 26,11:15:35,N,22S,156W
11664,2841 October 21,13:40:22,N,10N,165E
11665,2841 November 20,2:38:13,N,21N,30W
11666,2842 April 16,9:12:05,P,10S,124W
11667,2842 October 10,17:06:32,P,6N,114E
11668,2843 April 6,0:55:44,T-,6S,0E
11669,2843 September 29,17:07:01,T+,3N,115E
11670,2844 March 25,16:41:29,P,3S,124E
11671,2844 September 17,21:10:30,P,1S,55E
11672,2845 February 13,12:25:13,N,14N,169W
11673,2845 March 15,3:52:11,N,1N,43W
11674,2845 August 9,0:51:23,N,17S,3E
11675,2845 September 7,8:36:34,N,4S,116W
11676,2846 February 2,12:54:05,P,17N,176W
11677,2846 July 29,18:03:14,T,19S,105E
11678,2847 January 22,12:39:37,T+,20N,174W
11679,2847 July 19,9:16:19,T,20S,123W
11680,2848 January 11,18:31:29,P,21N,97E
11681,2848 July 7,18:21:12,N,21S,100E
11682,2848 December 1,20:49:50,N,23N,59E
11683,2848 December 31,7:13:15,N,22N,94W
11684,2849 May 28,5:14:53,P,22S,65W
11685,2849 November 21,12:30:21,P,21N,177W
11686,2850 May 17,8:08:10,T-,20S,109W
11687,2850 November 11,0:15:59,T-,17N,6E
11688,2851 May 6,18:01:05,P,16S,103E
11689,2851 October 31,4:58:44,P,13N,65W
11690,2852 March 27,0:35:12,N,4S,6E
11691,2852 April 25,9:20:36,N,12S,126W
11692,2852 September 19,12:56:17,N,0N,178E
11693,2852 October 19,4:52:51,N,9N,63W
11694,2853 March 16,15:24:48,P,1N,145E
11695,2853 September 8,19:05:00,P,4S,87E
11696,2854 March 6,0:33:07,T+,6N,8E
11697,2854 August 29,8:19:05,T-,9S,110W
11698,2855 February 23,2:24:08,P,11N,19W
11699,2855 August 19,1:14:47,P,13S,3W
11700,2856 January 13,8:12:54,N,20N,107W
11701,2856 February 12,1:40:49,N,15N,8W
11702,2856 July 9,8:09:01,P,21S,106W
11703,2857 January 1,16:14:14,P,22N,131E
11704,2857 June 28,15:09:08,T+,23S,148E
11705,2857 December 22,6:16:07,T-,23N,81W
11706,2858 June 17,16:16:02,P,24S,131E
11707,2858 December 11,22:03:11,P,24N,41E
11708,2859 May 8,5:30:26,N,16S,68W
11709,2859 June 6,18:11:15,N,24S,101E
11710,2859 November 1,21:23:01,N,13N,50E
11711,2859 December 1,10:54:30,N,23N,153W
11712,2860 April 26,17:11:09,P,13S,116E
11713,2860 October 21,0:18:17,P,10N,6E
11714,2861 April 16,9:11:05,T-,10S,123W
11715,2861 October 10,0:12:28,T-,7N,8E
11716,2862 April 6,0:56:58,P,7S,0E
11717,2862 September 29,4:32:10,P,3N,56W
11718,2863 February 24,20:33:14,N,10N,70E
11719,2863 March 26,11:55:16,N,4S,164W
11720,2863 August 20,8:23:18,N,13S,110W
11721,2863 September 18,16:14:38,N,0S,129E
11722,2864 February 13,20:52:07,P,14N,65E
11723,2864 August 9,1:33:03,T,16S,7W
11724,2865 February 1,20:51:00,T+,17N,65E
11725,2865 July 29,16:27:39,T,18S,130E
11726,2866 January 22,3:06:00,P,19N,30W
11727,2866 July 19,1:05:56,N,20S,0W
11728,2866 December 13,5:31:19,N,24N,70W
11729,2867 January 11,16:01:40,N,20N,135E
11730,2867 June 8,11:56:08,P,24S,164W
11731,2867 December 2,21:00:11,P,23N,57E
11732,2868 May 27,15:16:52,T-,22S,145E
11733,2868 November 21,8:18:53,T+,20N,114W
11734,2869 May 17,1:41:13,P,19S,11W
11735,2869 November 10,12:31:37,P,17N,177W
11736,2870 April 7,8:55:29,N,8S,119W
11737,2870 May 6,17:19:39,N,16S,114E
11738,2870 September 30,20:00:43,N,5N,72E
11739,2870 October 30,12:12:36,N,13N,172W
11740,2871 March 27,23:42:41,P,4S,20E
11741,2871 September 20,2:28:09,P,0S,24W
11742,2872 March 16,8:35:55,T+,1N,112W
11743,2872 September 8,15:55:59,T-,5S,135E
11744,2873 March 5,10:15:36,P,6N,136W
11745,2873 August 29,8:50:19,P,10S,117W
11746,2874 January 23,16:32:19,N,18N,129E
11747,2874 February 22,9:42:48,N,11N,128W
11748,2874 July 20,15:14:11,N,19S,148E
11749,2875 January 13,0:53:41,P,21N,3E
11750,2875 July 9,21:48:44,T,22S,49E
11751,2876 January 2,15:04:42,T-,23N,149E
11752,2876 June 27,22:47:35,P,24S,34E
11753,2876 December 22,6:45:05,P,24N,87W
11754,2877 May 18,12:53:08,Ne,18S,179W
11755,2877 June 17,1:03:49,N,24S,1W
11756,2877 November 12,5:12:17,N,17N,67W
11757,2877 December 11,19:15:31,N,24N,84E
11758,2878 May 8,1:02:06,P,17S,1W
11759,2878 November 1,7:39:31,P,14N,104W
11760,2879 April 27,17:18:01,T+,14S,115E
11761,2879 October 21,7:27:46,T-,11N,101W
11762,2880 April 16,9:03:38,P,11S,121W
11763,2880 October 9,12:03:07,P,7N,169W
11764,2881 March 7,4:34:07,N,6N,51W
11765,2881 April 5,19:48:04,N,8S,78E
11766,2881 August 30,15:58:08,N,9S,136E
11767,2881 September 28,23:59:38,N,4N,12E
11768,2882 February 24,4:46:33,P,10N,53W
11769,2882 August 20,9:04:14,P,12S,120W
11770,2883 February 13,5:01:07,T+,13N,57W
11771,2883 August 9,23:39:02,T+,15S,22E
11772,2884 February 2,11:41:45,P,16N,158W
11773,2884 July 29,7:47:55,N,17S,100W
11774,2884 December 23,14:17:44,N,25N,160E
11775,2885 January 22,0:52:23,N,18N,4E
11776,2885 June 18,18:33:10,Nx,24S,98E
11777,2885 December 13,5:35:06,P,24N,70W
11778,2886 June 7,22:21:31,T-,23S,40E
11779,2886 December 2,16:27:49,T+,22N,125E
11780,2887 May 28,9:17:42,P,21S,125W
11781,2887 November 21,20:10:22,P,19N,69E
11782,2888 April 17,17:09:16,N,12S,117E
11783,2888 May 17,1:13:49,N,18S,4W
11784,2888 October 11,3:14:10,N,9N,37W
11785,2888 November 9,19:40:54,N,16N,76E
11786,2889 April 7,7:51:21,P,8S,102W
11787,2889 September 30,9:59:39,P,4N,137W
11788,2890 March 27,16:28:28,T+,3S,129E
11789,2890 September 19,23:40:17,T-,1S,19E
11790,2891 March 16,17:57:55,P,2N,108E
11791,2891 September 9,16:31:35,P,5S,127E
11792,2892 February 4,0:50:55,N,15N,5E
11793,2892 March 4,17:39:19,N,7N,113E
11794,2892 July 30,22:16:27,N,17S,43E
11795,2892 August 29,7:53:48,N,10S,102W
11796,2893 January 23,9:34:59,P,18N,126W
11797,2893 July 20,4:23:43,T,20S,49W
11798,2894 January 12,23:56:21,T-,21N,18E
11799,2894 July 9,5:14:55,T,22S,62W
11800,2895 January 2,15:31:21,P,23N,143E
11801,2895 June 28,7:53:55,N,24S,102W
11802,2895 November 23,13:07:29,N,19N,175E
11803,2895 December 23,3:40:24,N,25N,41W
11804,2896 May 18,8:48:25,P,19S,117W
11805,2896 November 11,15:07:55,P,17N,145E
11806,2897 May 8,1:17:49,T+,17S,5W
11807,2897 October 31,14:52:00,T-,14N,148E
11808,2898 April 27,17:02:17,P,15S,119E
11809,2898 October 20,19:43:17,P,11N,75E
11810,2899 March 18,12:27:24,N,2N,169W
11811,2899 April 17,3:32:15,N,12S,38W
11812,2899 September 10,23:39:29,N,5S,21E
11813,2899 October 10,7:53:10,N,8N,107W
11814,2900 March 7,12:35:27,P,6N,171W
11815,2900 August 31,16:38:06,P,9S,127E
11816,2901 February 24,13:07:56,T+,9N,179W
11817,2901 August 21,6:51:31,T+,12S,86W
11818,2902 February 13,20:14:30,P,13N,75E
11819,2902 August 10,14:30:31,P,14S,159E
11820,2903 January 4,23:07:17,N,24N,30E
11821,2903 February 3,9:41:43,N,15N,127W
11822,2903 July 1,1:07:21,N,24S,0E
11823,2903 December 25,14:13:38,P,24N,162E
11824,2904 June 19,5:22:46,T,24S,64W
11825,2904 December 14,0:42:23,T+,23N,3E
11826,2905 June 8,16:47:10,T,22S,124E
11827,2905 December 3,3:57:28,P,21N,47W
11828,2906 April 30,1:14:13,N,16S,4W
11829,2906 May 29,9:00:23,N,20S,120W
11830,2906 November 22,3:18:35,N,19N,38W
11831,2907 April 19,15:51:24,P,12S,137E
11832,2907 October 12,17:40:09,P,8N,107E
11833,2908 April 8,0:13:40,T+,7S,13E
11834,2908 October 1,7:29:50,T+,3N,99W
11835,2909 March 28,1:34:29,P,2S,7W
11836,2909 September 21,0:16:53,P,1S,10E
11837,2910 February 15,9:08:12,N,11N,119W
11838,2910 March 17,1:30:26,N,3N,5W
11839,2910 August 12,5:19:18,N,14S,63W
11840,2910 September 10,15:19:19,N,6S,146E
11841,2911 February 4,18:15:58,P,15N,105E
11842,2911 August 1,10:59:11,P,17S,147W
11843,2912 January 25,8:47:30,T-,19N,114W
11844,2912 July 20,11:43:06,T,21S,158W
11845,2913 January 14,0:18:24,P,22N,13E
11846,2913 July 9,14:42:35,N,23S,157E
11847,2913 December 4,21:09:04,N,21N,56E
11848,2914 January 3,12:08:10,N,24N,166W
11849,2914 May 30,16:28:18,P,21S,129E
11850,2914 November 23,22:44:30,P,20N,31E
11851,2915 May 20,9:10:06,T+,20S,122W
11852,2915 November 12,22:26:46,T-,18N,35E
11853,2916 May 9,0:51:40,P,18S,2E
11854,2916 November 1,3:32:55,P,15N,42W
11855,2917 March 29,20:11:52,N,2S,75E
11856,2917 April 28,11:05:50,N,15S,152W
11857,2917 September 22,7:26:14,N,1S,97W
11858,2917 October 21,15:55:02,N,12N,133E
11859,2918 March 18,20:16:49,P,1N,74E
11860,2918 September 12,0:16:22,P,5S,12E
11861,2919 March 7,21:11:15,T+,5N,61E
11862,2919 September 1,14:05:41,T+,8S,165E
11863,2920 February 25,4:45:31,P,9N,53W
11864,2920 August 20,21:13:30,P,11S,58E
11865,2921 January 15,7:59:27,N,22N,102W
11866,2921 February 13,18:30:10,N,12N,101E
11867,2921 July 11,7:38:47,N,23S,96W
11868,2922 January 4,22:55:38,P,23N,33E
11869,2922 June 30,12:22:26,T,23S,168W
11870,2922 December 25,8:59:41,T+,23N,119W
11871,2923 June 20,0:15:08,T,23S,13E
11872,2923 December 14,11:49:27,P,22N,163W
11873,2924 May 10,9:12:12,N,19S,123W
11874,2924 June 8,16:42:16,N,22S,126E
11875,2924 December 2,11:03:33,N,21N,153W
11876,2925 April 29,23:42:01,P,15S,20E
11877,2925 October 23,1:29:54,P,12N,10W
11878,2926 April 19,7:46:46,T-,11S,101W
11879,2926 October 12,15:28:29,T+,8N,141E
11880,2927 April 8,9:00:57,P,7S,118W
11881,2927 October 2,8:08:17,P,3N,108W
11882,2928 February 26,17:21:42,N,7N,118E
11883,2928 March 27,9:14:32,N,2S,121W
11884,2928 August 22,12:22:23,N,10S,169W
11885,2928 September 20,22:48:32,N,2S,33E
11886,2929 February 15,2:55:11,P,12N,25W
11887,2929 August 11,17:32:45,P,14S,115E
11888,2930 February 4,17:39:03,T-,16N,115E
11889,2930 July 31,18:10:59,T-,18S,106E
11890,2931 January 25,9:05:59,P,20N,118W
11891,2931 July 20,21:32:13,P,21S,56E
11892,2931 December 16,5:16:05,N,22N,64W
11893,2932 January 14,20:38:00,N,23N,69E
11894,2932 June 10,0:03:59,P,22S,16E
11895,2932 December 4,6:27:49,P,21N,83W
11896,2933 May 30,16:56:40,T+,22S,122E
11897,2933 November 23,6:10:08,T-,20N,80W
11898,2934 May 20,8:33:11,P,21S,113W
11899,2934 November 12,11:32:00,P,18N,161W
11900,2935 April 10,3:47:50,N,7S,40W
11901,2935 May 9,18:31:22,N,19S,97E
11902,2935 October 3,15:19:37,N,3N,145E
11903,2935 November 2,0:04:20,N,16N,11E
11904,2936 March 29,3:51:11,P,3S,40W
11905,2936 September 22,7:59:30,P,1S,105W
11906,2937 March 18,5:07:34,T+,1N,59W
11907,2937 September 11,21:23:18,T+,4S,55E
11908,2938 March 7,13:11:04,P,5N,179W
11909,2938 September 1,4:00:13,P,7S,43W
11910,2939 January 26,16:50:38,N,20N,127E
11911,2939 February 25,3:13:32,N,8N,30W
11912,2939 July 22,14:10:52,N,21S,166E
11913,2940 January 16,7:38:56,P,22N,96W
11914,2940 July 10,19:20:01,T,22S,89E
11915,2941 January 4,17:20:48,T+,23N,117E
11916,2941 June 30,7:38:52,T,23S,97W
11917,2941 December 24,19:47:18,P,23N,79E
11918,2942 May 21,17:01:36,N,22S,121E
11919,2942 June 20,0:18:29,N,22S,13E
11920,2942 December 13,18:56:57,N,22N,91E
11921,2943 May 11,7:24:37,P,19S,95W
11922,2943 November 3,9:27:52,P,16N,130W
11923,2944 April 29,15:12:15,T-,15S,148E
11924,2944 October 22,23:33:47,T+,12N,19E
11925,2945 April 18,16:19:09,P,11S,132E
11926,2945 October 12,16:05:42,P,7N,132E
11927,2946 March 9,1:31:32,N,3N,4W
11928,2946 April 7,16:52:13,N,6S,125E
11929,2946 September 2,19:28:48,N,6S,84E
11930,2946 October 2,6:23:37,N,2N,81W
11931,2947 February 26,11:30:31,P,8N,153W
11932,2947 August 23,0:10:11,P,11S,15E
11933,2948 February 16,2:27:42,T-,12N,17W
11934,2948 August 11,0:41:12,T-,15S,8E
11935,2949 February 4,17:51:55,P,17N,112E
11936,2949 July 31,4:23:42,P,19S,47W
11937,2949 December 26,13:26:38,N,22N,175E
11938,2950 January 25,5:06:25,N,20N,57W
11939,2950 June 21,7:35:21,P,22S,96W
11940,2950 December 15,14:18:10,P,22N,161E
11941,2951 June 11,0:37:15,T+,23S,8E
11942,2951 December 4,14:01:47,T-,22N,164E
11943,2952 May 30,16:06:21,P,22S,135E
11944,2952 November 22,19:40:25,P,21N,78E
11945,2953 April 20,11:12:26,N,10S,151W
11946,2953 May 20,1:45:10,N,21S,10W
11947,2953 October 13,23:20:11,N,7N,24E
11948,2953 November 12,8:22:40,N,19N,113W
11949,2954 April 9,11:16:53,P,7S,151W
11950,2954 October 3,15:48:15,P,4N,138E
11951,2955 March 29,12:58:25,T+,3S,176W
11952,2955 September 23,4:45:05,T-,0N,56W
11953,2956 March 17,21:33:02,P,0N,55E
11954,2956 September 11,10:48:39,P,3S,146W
11955,2957 February 6,1:42:04,N,17N,5W
11956,2957 March 7,11:54:01,N,4N,160W
11957,2957 August 1,20:43:50,N,19S,69E
11958,2957 August 31,11:32:50,N,7S,156W
11959,2958 January 26,16:21:51,P,19N,135E
11960,2958 July 22,2:19:20,P,20S,15W
11961,2959 January 16,1:42:19,T+,21N,7W
11962,2959 July 11,15:02:55,T+,22S,153E
11963,2960 January 5,3:46:50,P,22N,39W
11964,2960 June 1,0:45:28,Ne,24S,6E
11965,2960 June 30,7:52:16,P,22S,100W
11966,2960 December 24,2:55:37,N,22N,27W
11967,2961 May 21,14:56:55,P,21S,152E
11968,2961 November 13,17:35:24,P,19N,109E
11969,2962 May 10,22:26:26,T-,18S,40E
11970,2962 November 3,7:47:44,T+,15N,104W
11971,2963 April 29,23:27:36,P,14S,25E
11972,2963 October 24,0:10:50,P,11N,11E
11973,2964 March 19,9:35:34,N,1S,125W
11974,2964 April 18,0:21:54,N,10S,12E
11975,2964 September 13,2:37:10,N,2S,23W
11976,2964 October 12,14:03:43,N,7N,163E
11977,2965 March 8,20:02:09,P,4N,79E
11978,2965 September 2,6:49:42,P,7S,85W
11979,2966 February 26,11:12:54,T-,9N,148W
11980,2966 August 22,7:15:12,T-,11S,90W
11981,2967 February 16,2:35:56,P,13N,18W
11982,2967 August 11,11:18:05,P,16S,150W
11983,2968 January 6,21:40:03,N,21N,53E
11984,2968 February 5,13:34:06,N,17N,177E
11985,2968 July 1,15:04:44,N,22S,153E
11986,2968 July 30,22:36:40,Nb,19S,41E
11987,2968 December 25,22:13:36,P,22N,44E
11988,2969 June 21,8:12:26,T,23S,105W
11989,2969 December 14,22:00:51,T-,23N,46E
11990,2970 June 10,23:33:32,T,23S,24E
11991,2970 December 4,3:55:41,P,23N,44W
11992,2971 May 31,8:52:28,N,23S,116W
11993,2971 October 25,7:28:21,N,11N,98W
11994,2971 November 23,16:48:05,N,21N,122E
11995,2972 April 19,18:34:31,P,11S,99E
11996,2972 October 13,23:42:46,P,8N,19E
11997,2973 April 8,20:41:47,T+,8S,68E
11998,2973 October 3,12:12:54,T-,4N,168W
11999,2974 March 29,5:46:43,P,4S,68W
12000,2974 September 22,17:44:13,P,1N,110E
12001,2975 February 17,10:30:03,N,13N,136W
12002,2975 March 18,20:27:49,N,0S,72E
12003,2975 August 13,3:19:41,N,16S,30W
12004,2975 September 11,18:13:12,N,3S,103E
12005,2976 February 7,1:03:02,P,16N,5E
12006,2976 August 1,9:19:40,P,18S,120W
12007,2977 January 26,10:04:13,T+,19N,131W
12008,2977 July 21,22:24:47,T+,20S,44E
12009,2978 January 15,11:50:00,P,20N,158W
12010,2978 July 11,15:23:03,P,21S,149E
12011,2979 January 4,10:59:07,N,21N,147W
12012,2979 June 1,22:22:35,P,23S,42E
12013,2979 November 25,1:51:15,P,21N,14W
12014,2980 May 21,5:32:38,T-,21S,66W
12015,2980 November 13,16:08:41,T+,18N,132E
12016,2981 May 10,6:28:37,P,17S,80W
12017,2981 November 3,8:22:42,P,15N,112W
12018,2982 March 30,17:33:19,Ne,5S,115E
12019,2982 April 29,7:44:37,N,13S,98W
12020,2982 September 24,9:51:36,N,2N,132W
12021,2982 October 23,21:51:18,N,11N,46E
12022,2983 March 20,4:28:31,P,1S,48W
12023,2983 September 13,13:34:03,P,3S,173E
12024,2984 March 8,19:52:55,T-,4N,82E
12025,2984 September 1,13:54:23,T+,8S,170E
12026,2985 February 26,11:14:26,P,9N,148W
12027,2985 August 21,18:16:56,P,12S,105E
12028,2986 February 15,21:57:16,N,14N,52E
12029,2986 July 12,22:32:25,N,20S,42E
12030,2986 August 11,5:58:03,N,16S,69W
12031,2987 January 6,6:11:45,P,22N,74W
12032,2987 July 2,15:44:11,T,22S,144E
12033,2987 December 26,6:06:34,T-,23N,74W
12034,2988 June 21,6:52:51,T,24S,84W
12035,2988 December 14,12:19:11,T,24N,168W
12036,2989 June 10,15:50:11,N,24S,141E
12037,2989 November 4,15:44:27,N,14N,138E
12038,2989 December 4,1:21:19,N,23N,5W
12039,2990 May 1,1:43:20,P,14S,8W
12040,2990 October 25,7:44:40,P,11N,102W
12041,2991 April 20,4:19:45,T+,11S,47W
12042,2991 October 14,19:45:08,T-,8N,78E
12043,2992 April 8,13:56:10,P,8S,169E
12044,2992 October 3,0:44:12,P,5N,4E
12045,2993 February 27,19:14:41,N,9N,93E
12046,2993 March 29,4:55:44,N,5S,55W
12047,2993 August 23,9:59:37,N,12S,130W
12048,2993 September 22,1:00:19,N,1N,1E
12049,2994 February 17,9:41:01,P,13N,124W
12050,2994 August 12,16:24:46,P,15S,134E
12051,2995 February 6,18:22:27,T+,16N,106E
12052,2995 August 2,5:50:01,T+,17S,67W
12053,2996 January 26,19:52:23,P,18N,83E
12054,2996 July 21,22:52:28,P,19S,37E
12055,2997 January 14,19:05:35,N,20N,93E
12056,2997 June 12,5:40:06,P,24S,66W
12057,2997 December 5,10:15:08,P,23N,138W
12058,2998 June 1,12:29:09,T-,22S,169W
12059,2998 November 25,0:38:12,T+,21N,5E
12060,2999 May 21,13:21:13,P,20S,178E
12061,2999 November 14,16:41:25,T,18N,124E
12062,3000 May 10,15:00:16,N,17S,153E
12063,3000 October 5,17:10:38,Ne,6N,118E
12064,3000 November 4,5:45:18,N,14N,72W
