Catalog Number,Calendar Date,Eclipse Time,Eclipse Type,Eclipse Magnitude,Latitude,Longitude
10433,2326 January 19,7:48:32,T+,20N,111W
10434,2326 July 16,5:54:47,T,21S,84W
10435,2327 January 8,19:50:18,P,22N,67E
10436,2327 July 5,8:44:32,N,22S,127W
10437,2327 November 30,0:45:50,N,23N,11W
10438,2327 December 29,11:23:32,N,22N,168W
10439,2328 May 24,20:06:39,P,22S,61E
10440,2328 November 18,12:59:37,P,20N,165E
10441,2329 May 14,5:26:11,T-,19S,79W
10442,2329 November 7,18:18:33,T+,16N,85E
10443,2330 May 3,20:33:07,P,15S,55E
10444,2330 October 27,18:12:55,P,12N,86E
10445,2331 March 25,3:42:19,N,3S,51W
10446,2331 April 23,13:14:05,N,11S,165E
10447,2331 September 17,6:41:33,N,1S,99W
10448,2331 October 16,19:49:56,N,8N,63E
10449,2332 March 13,13:48:34,P,2N,158E
10450,2332 September 5,19:11:20,P,6S,75E
10451,2333 March 2,16:30:27,T+,7N,119E
10452,2333 August 26,11:49:39,T-,10S,173W
10453,2334 February 19,15:48:18,P,12N,130E
10454,2334 August 16,3:59:52,P,15S,55W
10455,2335 January 10,5:16:00,N,21N,74W
10456,2335 February 8,19:15:18,N,16N,78E
10457,2335 July 7,2:55:54,N,22S,39W
10458,2335 December 30,18:45:24,P,22N,83E
10459,2336 June 25,4:27:14,T,23S,62W
10460,2336 December 19,10:28:54,T-,23N,155W
10461,2337 June 14,6:03:17,T,24S,87W
10462,2337 December 8,23:45:53,P,23N,5E
10463,2338 May 5,4:35:58,N,15S,66W
10464,2338 June 3,13:55:27,N,23S,154E
10465,2338 October 29,13:35:05,N,12N,156E
10466,2338 November 28,6:37:25,N,22N,99W
10467,2339 April 24,20:32:43,P,12S,55E
10468,2339 October 18,13:14:22,P,9N,162E
10469,2340 April 13,12:45:17,T+,9S,172E
10470,2340 October 6,16:39:55,T-,5N,111E
10471,2341 April 3,0:36:59,P,6S,5W
10472,2341 September 26,3:29:16,P,2N,51W
10473,2342 February 21,11:09:44,N,12N,160W
10474,2342 March 23,5:08:18,N,2S,73W
10475,2342 August 17,12:05:10,N,15S,176W
10476,2342 September 15,19:24:22,N,2S,71E
10477,2343 February 10,10:51:39,P,15N,156W
10478,2343 August 7,3:21:51,P,17S,45W
10479,2344 January 30,16:18:41,T+,18N,122E
10480,2344 July 26,12:40:59,T,19S,175E
10481,2345 January 19,4:38:50,P,20N,64W
10482,2345 July 15,15:10:59,N,20S,137E
10483,2345 December 10,9:24:58,N,24N,140W
10484,2346 January 8,20:14:46,N,21N,61E
10485,2346 June 5,3:03:17,P,23S,42W
10486,2346 November 29,21:15:59,P,22N,41E
10487,2347 May 25,12:53:35,T-,21S,170E
10488,2347 November 19,2:04:59,T+,19N,31W
10489,2348 May 14,4:21:14,P,18S,62W
10490,2348 November 7,1:44:25,P,16N,26W
10491,2349 April 4,11:49:55,N,7S,173W
10492,2349 May 3,21:07:25,N,15S,46E
10493,2349 September 27,14:12:31,N,3N,148E
10494,2349 October 27,3:30:27,N,11N,53W
10495,2350 March 24,21:42:58,P,2S,39E
10496,2350 September 17,2:54:54,P,2S,41W
10497,2351 March 14,0:12:41,T+,3N,3E
10498,2351 September 6,19:32:42,T-,6S,70E
10499,2352 March 1,23:39:18,P,8N,12E
10500,2352 August 26,11:26:40,P,11S,167W
10501,2353 January 20,13:54:28,N,19N,157E
10502,2353 February 19,3:33:51,N,13N,46W
10503,2353 July 17,9:35:20,N,20S,138W
10504,2354 January 10,3:35:57,P,21N,49W
10505,2354 July 6,10:53:56,T,22S,158W
10506,2354 December 30,19:17:27,T-,23N,75E
10507,2355 June 25,12:46:19,T,24S,173E
10508,2355 December 20,8:16:43,P,24N,121W
10509,2356 May 15,12:14:44,N,18S,180E
10510,2356 June 13,21:09:23,N,24S,46E
10511,2356 December 8,14:40:36,N,24N,141E
10512,2357 May 5,4:27:44,P,15S,64W
10513,2357 October 28,20:41:13,P,13N,50E
10514,2358 April 24,20:41:46,T+,13S,53E
10515,2358 October 18,0:19:34,T-,9N,5W
10516,2359 April 14,8:20:06,P,10S,121W
10517,2359 October 7,11:23:43,P,6N,170W
10518,2360 March 3,18:54:38,N,8N,84E
10519,2360 April 2,12:35:50,N,6S,175E
10520,2360 August 27,19:41:56,N,11S,69E
10521,2360 September 26,3:19:54,N,2N,49W
10522,2361 February 20,18:53:07,P,11N,84E
10523,2361 August 17,10:38:41,P,14S,154W
10524,2362 February 10,0:47:27,T+,15N,5W
10525,2362 August 6,19:27:11,T+,16S,74E
10526,2363 January 30,13:27:21,P,17N,165E
10527,2363 July 26,21:36:02,P,19S,41E
10528,2363 December 21,18:08:30,N,25N,91E
10529,2364 January 20,5:07:05,N,19N,71W
10530,2364 June 15,9:57:15,N,24S,145W
10531,2364 December 10,5:36:17,P,24N,82W
10532,2365 June 4,20:18:36,T-,23S,59E
10533,2365 November 29,9:57:07,T+,22N,148W
10534,2366 May 25,12:05:08,T,20S,178W
10535,2366 November 18,9:23:06,P,19N,141W
10536,2367 April 15,19:48:55,N,11S,66E
10537,2367 May 15,4:53:36,N,18S,70W
10538,2367 October 8,21:52:39,N,7N,32E
10539,2367 November 7,11:20:25,N,15N,170W
10540,2368 April 4,5:25:31,P,6S,77W
10541,2368 September 27,10:47:20,P,3N,160W
10542,2369 March 24,7:44:15,T-,1S,111W
10543,2369 September 17,3:22:09,T+,2S,48W
10544,2370 March 13,7:22:52,P,4N,104W
10545,2370 September 6,18:57:22,P,7S,80E
10546,2371 January 31,22:31:48,N,16N,29E
10547,2371 March 2,11:47:04,N,9N,169W
10548,2371 July 28,16:11:29,N,18S,123E
10549,2371 August 27,5:10:45,Nb,12S,73W
10550,2372 January 21,12:27:44,P,19N,180E
10551,2372 July 16,17:18:29,P,21S,106E
10552,2373 January 10,4:07:33,T-,22N,56W
10553,2373 July 5,19:28:57,T-,23S,73E
10554,2373 December 30,16:50:27,P,24N,112E
10555,2374 June 25,4:21:36,P,24S,61W
10556,2374 December 19,22:47:53,N,25N,21E
10557,2375 May 16,12:17:12,P,18S,179E
10558,2375 November 9,4:16:34,P,16N,64W
10559,2376 May 5,4:29:55,T+,16S,64W
10560,2376 October 28,8:09:00,T-,13N,122W
10561,2377 April 24,15:54:42,P,14S,125E
10562,2377 October 17,19:26:08,P,10N,69E
10563,2378 March 15,2:32:23,N,4N,31W
10564,2378 April 13,19:55:16,N,10S,65E
10565,2378 September 8,3:23:53,N,7S,47W
10566,2378 October 7,11:22:21,N,7N,170W
10567,2379 March 4,2:48:34,P,7N,35W
10568,2379 August 28,17:58:09,P,10S,95E
10569,2380 February 21,9:11:43,T+,11N,131W
10570,2380 August 17,2:16:10,T+,13S,29W
10571,2381 February 9,22:11:31,P,14N,34E
10572,2381 August 6,4:04:39,P,16S,56W
10573,2382 January 1,2:54:07,N,24N,39W
10574,2382 January 30,13:57:10,N,16N,157E
10575,2382 June 26,16:49:14,N,24S,113E
10576,2382 December 21,14:00:40,P,24N,153E
10577,2383 June 16,3:39:21,T,24S,50W
10578,2383 December 10,17:55:40,T+,23N,93E
10579,2384 June 4,19:42:06,T,22S,68E
10580,2384 November 28,17:11:03,P,21N,103E
10581,2385 April 26,3:39:11,N,15S,51W
10582,2385 May 25,12:32:57,N,20S,175E
10583,2385 November 17,19:18:57,N,18N,71E
10584,2386 April 15,12:59:59,P,11S,169E
10585,2386 October 8,18:46:46,P,7N,79E
10586,2387 April 4,15:07:51,T-,6S,138E
10587,2387 September 28,11:16:56,T+,2N,167W
10588,2388 March 23,15:00:16,P,1S,141E
10589,2388 September 17,2:33:17,P,3S,35W
10590,2389 February 11,7:06:06,N,13N,99W
10591,2389 March 12,19:54:34,N,4N,68E
10592,2389 August 7,22:50:34,N,15S,23E
10593,2389 September 6,12:15:03,N,8S,179W
10594,2390 January 31,21:17:34,P,17N,48E
10595,2390 July 27,23:44:46,P,18S,10E
10596,2391 January 21,12:56:41,T-,20N,173E
10597,2391 July 17,2:12:50,T-,21S,27W
10598,2392 January 11,1:23:56,P,23N,15W
10599,2392 July 5,11:33:11,P,24S,168W
10600,2392 December 30,6:57:20,N,24N,100W
10601,2393 May 26,20:00:14,P,20S,64E
10602,2393 November 19,12:00:29,P,19N,179W
10603,2394 May 16,12:10:00,T+,19S,179W
10604,2394 November 8,16:08:09,T-,16N,118E
10605,2395 May 5,23:17:48,P,17S,14E
10606,2395 October 29,3:37:44,P,14N,54W
10607,2396 March 25,10:01:24,Ne,1S,144W
10608,2396 April 24,3:03:43,N,14S,43W
10609,2396 September 18,11:11:24,N,3S,164W
10610,2396 October 17,19:32:43,N,11N,67E
10611,2397 March 14,10:38:04,P,3N,153W
10612,2397 September 8,1:22:03,P,6S,16W
10613,2398 March 3,17:32:53,T+,7N,104E
10614,2398 August 28,9:06:27,T+,10S,132W
10615,2399 February 21,6:53:33,P,10N,96W
10616,2399 August 17,10:35:26,P,13S,154W
10617,2400 January 12,11:40:47,N,23N,169W
10618,2400 February 10,22:44:27,N,13N,26E
10619,2400 July 6,23:41:22,N,24S,11E
10620,2400 August 5,12:01:19,Nb,15S,175W
10621,2400 December 31,22:26:34,P,24N,29E
10622,2401 June 26,10:59:50,T,24S,160W
10623,2401 December 21,1:56:07,T+,24N,25W
10624,2402 June 16,3:16:59,T,23S,44W
10625,2402 December 10,1:04:27,P,22N,14W
10626,2403 May 7,11:19:39,N,18S,167W
10627,2403 June 5,20:05:08,N,21S,63E
10628,2403 November 29,3:25:44,N,20N,50W
10629,2404 April 25,20:22:55,P,14S,58E
10630,2404 October 19,2:55:17,P,11N,43W
10631,2405 April 14,22:20:34,T-,10S,29E
10632,2405 October 8,19:19:56,T+,6N,71E
10633,2406 April 3,22:29:30,P,5S,28E
10634,2406 September 28,10:14:02,P,2N,151W
10635,2407 February 22,15:37:08,N,9N,133E
10636,2407 March 24,3:55:49,N,0S,53W
10637,2407 August 19,5:30:19,N,12S,77W
10638,2407 September 17,19:23:23,N,3S,73E
10639,2408 February 12,6:04:35,P,13N,83W
10640,2408 August 7,6:12:58,P,16S,87W
10641,2409 January 31,21:44:38,T-,17N,42E
10642,2409 July 27,8:59:05,T-,19S,128W
10643,2410 January 21,9:56:47,P,20N,142W
10644,2410 July 16,18:45:58,P,22S,85E
10645,2411 January 10,15:08:15,N,23N,139E
10646,2411 June 7,3:37:47,P,22S,50W
10647,2411 July 6,10:22:42,Nb,24S,150W
10648,2411 November 30,19:52:22,P,21N,64E
10649,2412 May 26,19:43:25,T+,21S,68E
10650,2412 November 19,0:15:25,T-,19N,3W
10651,2413 May 16,6:33:36,P,20S,95W
10652,2413 November 8,11:57:24,P,17N,179W
10653,2414 May 5,10:04:13,N,17S,148W
10654,2414 September 29,19:04:37,N,1N,77E
10655,2414 October 29,3:49:51,N,14N,57W
10656,2415 March 25,18:20:36,P,1S,91E
10657,2415 September 19,8:51:06,P,2S,129W
10658,2416 March 14,1:45:55,T+,3N,20W
10659,2416 September 7,16:02:33,T-,6S,124E
10660,2417 March 3,15:29:02,P,6N,135E
10661,2417 August 27,17:11:33,P,9S,107E
10662,2418 January 22,20:25:46,N,21N,61E
10663,2418 February 21,7:26:24,N,9N,104W
10664,2418 July 18,6:34:23,N,22S,92W
10665,2418 August 16,18:46:36,N,12S,84E
10666,2419 January 12,6:53:23,P,22N,97W
10667,2419 July 7,18:17:23,T,23S,92E
10668,2420 January 1,10:00:56,T+,23N,145W
10669,2420 June 26,10:47:40,T,23S,156W
10670,2420 December 20,9:03:39,P,23N,132W
10671,2421 June 16,3:32:46,P,22S,48W
10672,2421 December 9,11:40:03,N,22N,172W
10673,2422 May 7,3:37:48,P,18S,51W
10674,2422 October 30,11:10:45,P,15N,167W
10675,2423 April 26,5:25:45,T-,14S,77W
10676,2423 October 20,3:29:19,T+,10N,51W
10677,2424 April 14,5:51:07,P,9S,83W
10678,2424 October 8,18:01:43,P,6N,91E
10679,2425 March 5,0:03:15,N,5N,6E
10680,2425 April 3,11:50:58,N,4S,172W
10681,2425 August 29,12:14:31,N,8S,179W
10682,2425 September 28,2:37:33,N,1N,36W
10683,2426 February 22,14:46:52,P,9N,146E
10684,2426 August 18,12:46:04,P,12S,174E
10685,2427 February 12,6:28:08,T-,14N,89W
10686,2427 August 7,15:48:57,T-,16S,129E
10687,2428 February 1,18:26:27,P,18N,91E
10688,2428 July 27,2:01:20,P,20S,24W
10689,2429 January 20,23:16:44,N,21N,18E
10690,2429 June 17,11:11:33,P,22S,162W
10691,2429 July 16,17:51:15,N,23S,99E
10692,2429 December 11,3:51:44,Nx,22N,55W
10693,2430 June 7,3:09:30,T,22S,43W
10694,2430 November 30,8:31:15,T-,21N,126W
10695,2431 May 27,13:39:33,P,22S,159E
10696,2431 November 19,20:25:36,T,20N,55E
10697,2432 May 15,16:54:29,N,20S,110E
10698,2432 October 10,3:05:14,N,6N,44W
10699,2432 November 8,12:15:14,N,18N,177E
10700,2433 April 5,1:56:44,P,5S,23W
10701,2433 September 29,16:24:45,P,2N,117E
10702,2434 March 25,9:54:38,T+,2S,142W
10703,2434 September 18,23:02:35,T-,2S,18E
10704,2435 March 14,23:59:26,P,2N,7E
10705,2435 September 7,23:52:36,P,5S,6E
10706,2436 February 3,5:08:57,N,18N,68W
10707,2436 March 3,16:03:14,N,5N,126E
10708,2436 July 28,13:31:07,N,20S,165E
10709,2436 August 27,1:39:06,N,9S,20W
10710,2437 January 22,15:17:33,P,20N,139E
10711,2437 July 18,1:38:01,P,21S,18W
10712,2438 January 11,18:05:30,T+,22N,95E
10713,2438 July 7,18:17:19,T+,22S,92E
10714,2438 December 31,17:06:05,P,23N,109E
10715,2439 June 27,10:55:58,P,22S,158W
10716,2439 December 20,19:59:36,N,22N,64E
10717,2440 May 17,10:41:49,P,20S,156W
10718,2440 November 9,19:35:18,P,18N,67E
10719,2441 May 6,12:21:25,T-,17S,179E
10720,2441 October 30,11:45:56,T+,14N,176W
10721,2442 April 25,13:05:12,P,13S,168E
10722,2442 October 20,1:55:57,P,10N,28W
10723,2443 March 16,8:22:54,N,0N,119W
10724,2443 April 14,19:37:49,N,8S,71E
10725,2443 September 9,19:02:39,Ne,4S,78E
10726,2443 October 9,9:58:19,N,5N,147W
10727,2444 March 4,23:24:12,P,5N,17E
10728,2444 August 28,19:24:50,P,8S,74E
10729,2445 February 22,15:07:08,T-,10N,141E
10730,2445 August 17,22:44:46,T+,13S,25E
10731,2446 February 12,2:53:07,P,14N,35W
10732,2446 August 7,9:19:05,P,17S,133W
10733,2447 February 1,7:24:27,N,18N,103W
10734,2447 June 28,18:42:11,N,22S,86E
10735,2447 July 28,1:20:15,N,20S,13W
10736,2447 December 22,11:56:10,Nx,22N,174W
10737,2448 June 17,10:30:31,T,23S,152W
10738,2448 December 10,16:53:19,T-,23N,110E
10739,2449 June 6,20:40:00,T,23S,55E
10740,2449 November 30,4:59:05,T,22N,73W
10741,2450 May 26,23:38:32,N,22S,10E
10742,2450 October 21,11:12:18,N,9N,166W
10743,2450 November 19,20:46:40,N,21N,49E
10744,2451 April 16,9:23:54,P,9S,135W
10745,2451 October 11,0:05:24,P,6N,1E
10746,2452 April 4,17:54:43,T+,6S,97E
10747,2452 September 29,6:10:28,T-,3N,90W
10748,2453 March 25,8:21:32,P,3S,119W
10749,2453 September 18,6:42:17,P,1S,97W
10750,2454 February 13,13:48:10,N,14N,162E
10751,2454 March 15,0:33:02,N,1N,1W
10752,2454 August 8,20:30:20,N,17S,60E
10753,2454 September 7,8:37:33,N,5S,125W
10754,2455 February 2,23:40:14,P,17N,14E
10755,2455 July 29,8:58:50,P,19S,127W
10756,2456 January 23,2:10:08,T+,20N,25W
10757,2456 July 18,1:45:42,T+,21S,19W
10758,2457 January 11,1:11:47,P,21N,11W
10759,2457 July 7,18:16:32,P,22S,93E
10760,2457 December 31,4:23:20,N,22N,60W
10761,2458 May 28,17:39:26,Nx,23S,100E
10762,2458 November 21,4:06:22,P,21N,60W
10763,2459 May 17,19:09:13,T,20S,77E
10764,2459 November 10,20:09:31,T+,18N,59E
10765,2460 May 5,20:13:03,P,16S,61E
10766,2460 October 30,9:56:53,P,14N,148W
10767,2461 March 26,16:36:11,N,4S,117E
10768,2461 April 25,3:19:08,N,12S,45W
10769,2461 October 19,17:26:44,N,9N,100E
10770,2462 March 16,7:55:14,P,1N,112W
10771,2462 September 9,2:10:01,P,4S,28W
10772,2463 March 5,23:39:34,T-,6N,13E
10773,2463 August 29,5:47:14,T+,9S,81W
10774,2464 February 23,11:12:18,P,10N,159W
10775,2464 August 17,16:42:26,P,13S,116E
10776,2465 February 11,15:26:51,N,15N,137E
10777,2465 July 9,2:10:48,N,21S,26W
10778,2465 August 7,8:51:22,N,17S,125W
10779,2466 January 1,20:04:17,Nx,22N,65E
10780,2466 June 28,17:46:38,T,23S,100E
10781,2466 December 22,1:21:41,T,23N,16W
10782,2467 June 18,3:31:37,T,24S,47W
10783,2467 December 11,13:39:54,T,23N,159E
10784,2468 June 6,6:15:13,N,24S,89W
10785,2468 November 30,5:24:27,N,23N,79W
10786,2469 April 26,16:45:33,P,13S,114E
10787,2469 October 21,7:52:38,P,10N,116W
10788,2470 April 16,1:49:49,T+,10S,22W
10789,2470 October 10,13:23:39,T-,7N,161E
10790,2471 April 5,16:38:08,P,7S,116E
10791,2471 September 29,13:39:37,P,3N,158E
10792,2472 February 24,22:21:41,N,11N,34E
10793,2472 March 25,8:55:10,N,3S,127W
10794,2472 August 19,3:36:26,N,14S,47W
10795,2472 September 17,15:45:51,N,1S,127E
10796,2473 February 13,7:57:35,P,14N,110W
10797,2473 August 8,16:24:06,P,16S,121E
10798,2474 February 2,10:11:05,T+,17N,144W
10799,2474 July 29,9:15:38,T+,18S,131W
10800,2475 January 22,9:16:58,P,19N,131W
10801,2475 July 19,1:34:32,P,20S,16W
10802,2476 January 11,12:49:31,N,21N,175E
10803,2476 June 8,0:28:51,N,24S,2W
10804,2476 December 1,12:44:17,P,23N,172E
10805,2477 May 28,1:49:59,T,22S,22W
10806,2477 November 21,4:40:34,T+,20N,68W
10807,2478 May 17,3:13:38,T,19S,43W
10808,2478 November 10,18:04:53,T,17N,90E
10809,2479 April 7,0:42:37,Ne,8S,5W
10810,2479 May 6,10:53:14,N,16S,158W
10811,2479 October 31,1:02:53,N,13N,14W
10812,2480 March 26,16:18:42,P,4S,122E
10813,2480 September 19,9:03:33,P,0S,132W
10814,2481 March 16,8:06:00,T-,1N,114W
10815,2481 September 8,12:56:08,T+,5S,171E
10816,2482 March 5,19:26:14,P,6N,77E
10817,2482 August 29,0:10:16,P,10S,4E
10818,2483 February 22,23:24:23,N,11N,18E
10819,2483 July 20,9:38:03,N,19S,137W
10820,2483 August 18,16:25:11,N,14S,121E
10821,2484 January 13,4:14:53,Nx,21N,56W
10822,2484 July 9,1:00:42,P,22S,8W
10823,2485 January 1,9:52:20,T,23N,142W
10824,2485 June 28,10:20:45,T-,23S,148W
10825,2485 December 21,22:24:27,T,24N,29E
10826,2486 June 17,12:46:55,N,24S,175E
10827,2486 December 11,14:07:10,N,24N,152E
10828,2487 May 7,23:59:40,N,16S,6E
10829,2487 November 1,15:47:25,P,14N,125E
10830,2488 April 26,9:36:10,T+,14S,139W
10831,2488 October 20,20:46:19,T-,11N,51E
10832,2489 April 16,0:46:37,T,11S,6W
10833,2489 October 9,20:45:34,P,7N,51E
10834,2490 March 7,6:48:56,N,6N,93W
10835,2490 April 5,17:09:28,N,8S,109E
10836,2490 September 28,23:02:21,N,4N,17E
10837,2491 February 24,16:09:26,P,10N,127E
10838,2491 August 19,23:52:20,P,13S,9E
10839,2492 February 13,18:09:20,T+,13N,97E
10840,2492 August 8,16:47:17,T-,16S,116E
10841,2493 February 1,17:21:21,P,16N,109E
10842,2493 July 29,8:53:05,P,18S,126W
10843,2494 January 21,21:17:45,N,19N,49E
10844,2494 June 19,7:12:41,N,24S,101W
10845,2494 July 18,19:45:14,Nb,19S,71E
10846,2494 December 12,21:27:43,P,24N,42E
10847,2495 June 8,8:25:20,T,23S,120W
10848,2495 December 2,13:16:56,T+,22N,164E
10849,2496 May 27,10:09:53,T,21S,147W
10850,2496 November 21,2:19:04,T,20N,32W
10851,2497 May 16,18:23:08,N,18S,90E
10852,2497 November 10,8:44:48,N,16N,129W
10853,2498 April 7,0:35:16,P,8S,3W
10854,2498 September 30,16:05:36,Nx,4N,122E
10855,2499 March 27,16:22:54,T-,3S,122E
10856,2499 September 19,20:14:17,T+,1S,61E
10857,2500 March 17,3:30:27,P,2N,44W
10858,2500 September 9,7:45:59,P,6S,111W
10859,2501 March 6,7:13:33,N,7N,99W
10860,2501 July 31,17:06:36,N,17S,111E
10861,2501 August 30,0:04:13,N,10S,6E
10862,2502 January 24,12:26:40,Nx,18N,178W
10863,2502 July 21,8:11:07,P,20S,115W
10864,2503 January 13,18:27:08,T,21N,91E
10865,2503 July 10,17:04:26,T-,22S,112E
10866,2504 January 3,7:13:07,T,23N,101W
10867,2504 June 28,19:14:33,P,24S,79E
10868,2504 December 22,22:54:41,N,24N,22E
10869,2505 May 19,7:09:44,N,19S,102W
10870,2505 November 12,23:47:37,P,17N,6E
10871,2506 May 8,17:18:30,T,17S,106E
10872,2506 November 2,4:15:24,T,14N,62W
10873,2507 April 28,8:48:07,T,14S,127W
10874,2507 October 22,4:00:56,T,11N,58W
10875,2508 March 18,15:08:38,N,2N,142E
10876,2508 April 17,1:15:51,N,12S,13W
10877,2508 October 10,6:29:19,N,8N,95W
10878,2509 March 8,0:13:07,P,6N,6E
10879,2509 August 31,7:27:37,P,9S,105W
10880,2510 February 25,2:01:15,T+,9N,21W
10881,2510 August 21,0:21:36,T-,12S,2E
10882,2511 February 14,1:22:52,P,13N,11W
10883,2511 August 10,16:12:02,P,15S,125E
10884,2512 February 3,5:43:56,N,16N,77W
10885,2512 June 30,13:51:10,N,24S,160E
10886,2512 July 30,2:35:53,N,17S,31W
10887,2512 December 24,6:15:46,P,24N,88W
10888,2513 June 19,14:55:56,P,24S,143E
10889,2513 December 13,21:58:14,T,23N,35E
10890,2514 June 8,17:01:23,T+,23S,111E
10891,2514 December 3,10:39:16,T,22N,156W
10892,2515 May 29,1:46:15,P,21S,21W
10893,2515 November 22,16:34:46,N,19N,114E
10894,2516 April 18,8:44:26,P,12S,125W
10895,2516 October 11,23:17:01,N,8N,14E
10896,2517 April 8,0:32:52,T-,7S,1W
10897,2517 October 1,3:41:07,T,4N,51W
10898,2518 March 28,11:27:42,P,3S,164W
10899,2518 September 20,15:27:28,T,1S,133E
10900,2519 March 17,14:56:26,N,2N,145E
10901,2519 August 12,0:36:43,N,14S,2W
10902,2519 September 10,7:48:23,N,6S,111W
10903,2520 February 4,20:36:27,Nx,15N,60E
10904,2520 July 31,15:22:37,P,17S,138E
10905,2521 January 24,3:01:30,T,19N,36W
10906,2521 July 20,23:47:33,T-,20S,11E
10907,2522 January 13,16:02:19,T,22N,128E
10908,2522 July 10,1:40:39,P,23S,17W
10909,2523 January 3,7:44:09,N,24N,109W
10910,2523 May 30,14:13:13,N,21S,153E
10911,2523 November 24,7:55:24,Nx,19N,116W
10912,2524 May 19,0:54:02,T,19S,8W
10913,2524 November 12,11:52:58,T,18N,176W
10914,2525 May 8,16:42:30,T,18S,115E
10915,2525 November 1,11:26:31,T,15N,169W
10916,2526 April 28,9:13:29,N,15S,133W
10917,2526 October 21,14:05:41,N,12N,151E
10918,2527 March 19,8:09:29,P,1N,114W
10919,2527 September 11,15:08:19,P,5S,139E
10920,2528 March 7,9:46:47,T+,5N,137W
10921,2528 August 31,8:00:19,T-,8S,113W
10922,2529 February 24,9:21:26,P,9N,131W
10923,2529 August 20,23:32:24,P,11S,14E
10924,2530 February 13,14:09:12,N,12N,157E
10925,2530 July 11,20:27:10,N,23S,62E
10926,2530 August 10,9:26:46,N,14S,134W
10927,2531 January 4,15:06:28,P,24N,141E
10928,2531 June 30,21:23:33,P,24S,47E
10929,2531 December 25,6:43:03,T,24N,94W
10930,2532 June 18,23:51:43,T+,23S,9E
10931,2532 December 13,19:02:44,T,23N,79E
10932,2533 June 8,9:07:46,P,22S,130W
10933,2533 December 3,0:30:10,N,21N,4W
10934,2534 April 29,16:45:47,P,16S,114E
10935,2534 October 23,6:38:03,N,12N,97W
10936,2535 April 19,8:33:01,T-,11S,122W
10937,2535 October 12,11:18:38,T,8N,166W
10938,2536 April 7,19:13:18,P,7S,79E
10939,2536 September 30,23:18:44,T,3N,15E
10940,2537 March 27,22:29:42,N,2S,31E
10941,2537 August 22,8:09:08,N,10S,115W
10942,2537 September 20,15:38:06,N,2S,131E
10943,2538 February 15,4:44:31,Nx,12N,61W
10944,2538 August 11,22:33:32,P,14S,30E
10945,2539 February 4,11:35:58,T,16N,164W
10946,2539 August 1,6:28:18,T-,18S,88W
10947,2540 January 25,0:52:56,T,20N,4W
10948,2540 July 20,8:06:21,P,21S,113W
10949,2541 January 13,16:35:03,N,22N,120E
10950,2541 June 9,21:15:08,N,22S,48E
10951,2541 July 9,9:38:29,Nb,24S,136W
10952,2541 December 4,16:08:21,N,21N,122E
10953,2542 May 30,8:25:22,T,21S,120W
10954,2542 November 23,19:37:00,T,20N,69E
10955,2543 May 20,0:31:08,T,20S,2W
10956,2543 November 12,19:00:51,T,18N,77E
10957,2544 May 8,17:03:20,N,18S,110E
10958,2544 October 31,21:52:27,N,15N,34E
10959,2545 March 29,15:56:33,P,3S,129E
10960,2545 September 21,22:55:50,P,1S,22E
10961,2546 March 18,17:24:17,T+,1N,108E
10962,2546 September 11,15:43:56,T-,4S,130E
10963,2547 March 7,17:12:49,P,5N,111E
10964,2547 September 1,6:56:14,P,8S,97W
10965,2548 February 24,22:29:44,N,8N,32E
10966,2548 July 22,3:01:34,N,21S,36W
10967,2548 August 20,16:20:01,N,11S,122E
10968,2549 January 14,23:58:01,P,22N,10E
10969,2549 July 11,3:50:12,P,23S,49W
10970,2550 January 4,15:31:00,T,23N,135E
10971,2550 June 30,6:38:43,T+,23S,91W
10972,2550 December 25,3:31:04,T,23N,46W
10973,2551 June 19,16:25:17,P,23S,121E
10974,2551 December 14,8:31:21,N,22N,122W
10975,2552 May 10,0:40:14,P,19S,4W
10976,2552 June 8,7:57:03,Nb,21S,112W
10977,2552 November 2,14:09:22,N,16N,150E
10978,2553 April 29,16:26:25,T,15S,120E
10979,2553 October 22,19:04:11,T,12N,77E
10980,2554 April 19,2:51:33,P,11S,36W
10981,2554 October 12,7:17:08,T,7N,105W
10982,2555 April 8,5:53:58,N,6S,81W
10983,2555 September 2,15:45:57,Ne,6S,130E
10984,2555 October 1,23:35:11,N,2N,11E
10985,2556 February 26,12:48:08,N,8N,178E
10986,2556 August 22,5:48:05,P,11S,79W
10987,2557 February 14,20:06:30,T,12N,69E
10988,2557 August 11,13:11:57,T+,15S,171E
10989,2558 February 4,9:41:29,T,17N,135W
10990,2558 July 31,14:32:26,P,19S,151E
10991,2559 January 25,1:25:29,N,20N,11W
10992,2559 June 21,4:13:10,N,22S,55W
10993,2559 July 20,16:18:32,N,22S,125E
10994,2559 December 16,0:26:02,N,22N,1W
10995,2560 June 9,15:52:08,P,22S,129E
10996,2560 December 4,3:28:39,T,22N,48W
10997,2561 May 30,8:13:38,T-,22S,117W
10998,2561 November 23,2:43:40,T,21N,37W
10999,2562 May 20,0:45:23,P,21S,5W
11000,2562 November 12,5:48:45,Nx,19N,84W
11001,2563 April 9,23:33:33,P,7S,15E
11002,2563 October 3,6:51:07,P,3N,98W
11003,2564 March 29,0:54:06,T,3S,5W
11004,2564 September 21,23:33:16,T,0S,12E
11005,2565 March 18,0:59:22,T,1N,6W
11006,2565 September 11,14:24:12,T,4S,150E
11007,2566 March 7,6:46:52,N,4N,92W
